datetime,channel,message_id,url,raw,lm_json
2025-12-11T15:00:01+00:00,@bezrec,6922,https://t.me/bezrec/6922,"Pfizer скупает разработчиков препаратов для лечения ожирения. Фармгигант «шопится» по-крупному. После того, как ему удалось перекупить у Novo Nordisk компанию Metsera за $10 млрд вместо изначальных $7,3 млрд, американский производитель обратил внимание на китайскую Yao Pharma («дочка» Fosun Pharma). По условиям соглашения, Pfizer заплатит до $2,1 млрд за эксклюзивную глобальную лицензию на разработку, производство и коммерциализацию перспективного перорального препарата для лечения ожирения YP05002. Этот агонист рецептора GLP-1 сейчас проходит первую фазу клинических испытаний в Австралии и может стать новым драйвером роста для американской корпорации, особенно с учетом того, что конкуренция на многомиллиардном рынке медикаментозного похудения смещается в сторону таблетированных препаратов. Но не будем забывать, что перспективный кандидат — не всегда равно будущий блокбастер. Так, у Pfizer ожидания не совпали с реальностью относительно дануглипрона. Фармгигант отказался от разработки своего низкомолекулярного агониста GLP-1, который должен был стать альтернативой Оземпику. Проект, суливший миллиарды, погорел на побочках. ™ Без рецепта","{
  ""skip"": true
}"
2025-12-11T11:33:41+00:00,@bezrec,6921,https://t.me/bezrec/6921,"«Ипсен» прислушалась к ФАС. Международная биофармацевтическая компания получила предупреждение от антимонопольщиков после того, как отказала «Фарм-Трэйд» в заключении договора поставки препаратов Соматулин Аутожель, Кабометикс и Диферелин в отдельных лекарственных формах. Регулятор посчитал, что производитель занимает доминирующее положение на рынке реализации этих лекарств, а в его коммерческой политике содержались экономически и технологически необоснованные требования к выручке потенциального делового партнера. Нарушитель сопротивляться не стал и отчитался об исполнении предупреждения: 🔽спорные пункты исключены из коммерческой политики; 🔽у контрагента повторно запрошен актуальный комплект документов для пересмотра ранее принятого решения по заявке на недискриминационных условиях. Ранее ФАС аналогичным образом «перевоспитала» российскую «дочку» швейцарской Swixx BioPharma. ™ Без рецепта","{
  ""skip"": false,
  ""country"": ""Russia"",
  ""topic"": ""sanctions, regulation"",
  ""impact"": ""high"",
  ""english"": ""The Russian Federal Antimonopoly Service (FAS) issued a warning to international pharmaceutical company Ipsen after it refused the contract with Farmitrade for supplying Somatulin Autogen, Cabometix and Diferelin in separate medicinal forms. The regulator considered that the producer occupied a dominant position on the market of these medicines and had economically and technologically unjustified requirements in its commercial policy towards potential business partners. Ipsen did not resist and reported compliance with the warning: ❌ disputed points were excluded from the commercial policy; ❌ a request was made to the counterparty for an updated set of documents for reconsideration of the previous decision on the application under non-discriminatory conditions. Earlier, FAS similarly 're-educated' the Russian subsidiary of Swiss Swixx BioPharma.""
}"
2025-12-11T08:30:01+00:00,@bezrec,6920,https://t.me/bezrec/6920,"Посмотрели очередной отчёт Росстата о динамике цен на лекарства. В ноябре 2025 года цены на препараты, входящие в перечень ЖНВЛП, в среднем выросли на 0,6%: - беталок ЗОК +4,5%; - диклофенак +2,1%; - натрия хлорид +2%; - лоперамид +1,5%; - амброксол +1,3%; - перекись водорода +1,2%. Немного подешевели амоксициллин с клавулановой кислотой (-1,6%) и супрастин (-0,5%). Цены на лекарства не из перечня ЖНВЛП, в среднем изменились на +0,3%: - граммидин +1,3%; - метамизол натрия (анальгин отечественный); - канефрон Н и валерианы экстракт +1,0%. Снизились цены: на пенталгин (-0,5%), трекрезан и корвалол (-0,3%). ™ Без рецепта","{
  ""skip"": false,
  ""country"": ""global"",
  ""topic"": ""reimbursement,pricing,safety"",
  ""impact"": ""medium"",
  ""english"": ""The report from Rosstat shows that in November 2025, the prices of drugs included in the list of essential medicines have risen by an average of 0.6%. The increase is as follows: - Betaloc ZO +4.5%; - Diclofenac +2.1%; - Sodium chloride +2%; - Loperamide +1.5%; - Ambroxol +1.3%; - Hydrogen peroxide +1.2%. Prices of drugs not included in the list have risen by an average of 0.3%, including Gramidin +1.3%; Metamizol sodium (domestic analgin); Kanefron N and valerian extract +1.0%. Prices have decreased: Pentalgin -0.5%, Tricresan and Korvalol -0.3%.""
}"
2025-12-11T05:33:52+00:00,@bezrec,6919,https://t.me/bezrec/6919,"RNC Pharma представила рейтинг аптечных сетей по итогам I-III квартала 2025 года. Уходящий год запомнился фармритейлу двумя важными событиями: 💊 Доля парафармацевтики перешагнула психологический барьер в структуре аптечной выручки, опустившись до 19,7% (в рублях), тогда как ещё в 2022 году она превышала 24%. Категория «просела» на 7 млрд рублей. 💊 Отрасль вступила в период количественной деградации — численность аптек в стране сократилась на 754 точки, до 84,9 тыс.. Никакой проблемы аналитики тут не видят — интересен сам факт достижения «потолка» в развитии инфраструктурной составляющей фармритейла. Процесс, в значительной степени связанный с изменениями фискальной политики, продолжится и в следующем году. Тем более что помимо снижения порога для УСН, нас ожидает ещё и повышение НДС до 22%. В наступающем году эксперты прогнозируют расширение консолидационных процессов, где основная роль будет отведена не ассоциативным форматам, а M&A-активности. В топ-10 федеральных аптечных сетей по итогам 9 месяцев 2025 года вошли: «Ригла», «Апрель», ОАС «Эркафарм и Мелодия Здоровья», «Имплозия», «Вита», «Ирис», «Магнит», «Максавит», «Фармаимпекс», «Алоэ». На прошлой неделе свой рейтинг представила DSM Group. ™ Без рецепта","{
  ""skip"": false,
  ""country"": ""global"",
  ""topic"": ""demand, clinical_trial"",
  ""impact"": ""medium"",
  ""english"": ""RNC Pharma released a ranking of pharmacy chains for the first three quarters of 2025. The year has been marked by two important events in the pharmaceutical retail sector: 💊 The share of parapharmacies surpassed the psychological barrier in the structure of pharmacy revenue, dropping to 19.7% (in rubles), while it was above 24% in 2022. This category lost 7 billion rubles. 💊 The industry entered a period of quantitative degradation — the number of pharmacies in the country decreased by 754 points, reaching 84,9 thousand. No analysts see any problems here — what is interesting is the fact that the infrastructure component of pharmaceutical retail has reached its 'ceiling'. This process, to a significant extent, is related to changes in fiscal policy and will continue next year. Moreover, besides reducing the threshold for U.S.N., we are also expecting an increase in VAT to 22%. In the coming year, experts predict the expansion of consolidation processes, where the main role will be assigned not"
2025-12-11T16:46:43+00:00,@medpharm,13985,https://t.me/medpharm/13985,"🦾 Под елочку. В Минздраве РФ признали проблемы у регионов с достижением показателей майских указов по зарплатам медработников. Исправление ситуации обещают в конце года. 🦾 Кто на новенького. Согласно прогнозам Правительства РФ, в 2026 году в государственные учреждения здравоохранения придет на работу больше 6 тыс. врачей и свыше 8 тыс. специалистов среднего звена. На оплату их труда будет выделено дополнительно более 9,6 млрд руб. ❤️ Приведи друга. Дефицит кадров заставил фармкомпании платить за рекомендации. Бонусы выросли в отдельных случаях до 80 тыс. руб. О том, как заработать на друзьях и какие налоги предстоит заплатить с полученных премий, выяснил «ФВ». ❤️ Статистика. Росстат опубликовал данные о ценах на лекарства в ноябре. Второй месяц сильнее всего дорожает беталок ЗОК.","{
  ""skip"": true
}"
2025-12-11T15:39:03+00:00,@medpharm,13984,https://t.me/medpharm/13984,"В текущем году многие компании увеличили вознаграждение, выплачиваемое в рамках реферальных программ. За приведенного на вакансию друга сотрудник фармкомпании может получить до 80 тыс. руб. Как работают программы, выяснил «ФВ». Подробнее: https://clck.ru/3QnhNT #Фармвестник #Карьера","{""skip"": true}"
2025-12-11T15:19:05+00:00,@medpharm,13983,https://t.me/medpharm/13983,"Утверждены новые стимулирующие надбавки для сотрудников, работающих в медучреждениях ФМБА на Крайнем Севере и приравненных регионах. Среди условий получения — трудовой договор сроком минимум на три года. Подробнее: https://clck.ru/3QngRW #Медвестник #Здравоохранение #Организация_здравоохранения","{
  ""skip"": false,
  ""country"": ""regional"",
  ""topic"": ""hospital_policy"",
  ""impact"": ""medium"",
  ""english"": ""New bonuses for employees of medical institutions under the FSB have been approved. Conditions include a minimum three-year employment contract. More details: https://clck.ru/3QngRW #MedNews #Healthcare #HealthOrganization""
}"
2025-12-11T14:49:03+00:00,@medpharm,13982,https://t.me/medpharm/13982,Вакцинация против опоясывающего герпеса оказалась связана со снижением числа новых случаев деменции и летальных исходов среди пожилых людей. Положительный эффект наблюдался даже у пациентов с уже установленным диагнозом деменции. Подробнее: https://clck.ru/3QnevQ #Медвестник #Практика #Инфекционные_болезни #Иммунология_и_аллергология #Неврология #Терапия,"{
  ""skip"": false,
  ""country"": ""global"",
  ""topic"": ""vaccine, epidemic"",
  ""impact"": ""high"",
  ""english"": ""The vaccination against herpes zoster was associated with a reduction in new cases of dementia and mortality among elderly people. A positive effect was observed even in patients already diagnosed with dementia. More information: https://clck.ru/3QnevQ #Медвестник #Практика #Инфекционные_болезни #Иммунология_и_аллергология #Неврология #Терапия""
}"
2025-12-11T14:19:03+00:00,@medpharm,13981,https://t.me/medpharm/13981,"ФАС направила письмо руководителям территориальных органов и участникам контрактной системы об отзыве своих писем, направленных в январе 2025 года и касающихся препаратов с МНН акситиниб, осимертиниб, руксолитиниб и дапаглифлозин. Тогда антимонопольная служба обращала внимание на то, что наличие в заявках препаратов производства компании «Онкотаргет» нарушает действующее законодательство. Подробнее: https://clck.ru/3QndCL #Фармвестник #Регуляторика","{
  ""skip"": false,
  ""country"": ""global"",
  ""topic"": ""sanctions, tender"",
  ""impact"": ""high"",
  ""english"": ""The Federal Antimonopoly Service (FAS) has issued a letter to territorial organs and contract system participants regarding the revocation of their letters from January 2025. These letters mentioned drugs with INN acitinib, osimertinib, ruxolitinib, and dapagliflozin produced by 'Onkotarget' company. The FAS previously warned that including these drugs in the application violates current legislation.""
}"
2025-12-11T13:53:02+00:00,@medpharm,13980,https://t.me/medpharm/13980,В России появится реестр о соответствии фармвузов требованиям практической подготовки студентов. Как Росздравнадзор будет вести реестр? Подробнее: https://clck.ru/3QnbPx #Фармвестник #Регуляторика,"{
  ""skip"": false,
  ""country"": ""Russia"",
  ""topic"": ""regulation, registration"",
  ""impact"": ""high"",
  ""english"": ""The Russian Health Supervision Agency will be managing a registry of pharmaceutical schools' compliance with practical student training requirements. How the agency plans to manage this registry is discussed in detail.""
}"
